21
20	1.14	0	0	0	30	1.14	0	0	0	
19	1.14	0	0	0	25	1.28	0	0	0	
18.1	1.14	-0.4	0	0	27	1.14	0	0	0.000000000	
18.15	8.1	-1.57	0	0	26.8	0.8	0	0	0	
18.1	5	-1.57	0	0	31	1.28	0	0	0	
18.1	10.0	-1.57	0	0	23.1	1.28	0	0	0.000000000	
16	1.14	3.14	0	0	3.3	1.15	3.14	0	0	
17	1.14	-2.4	0	0	4.3	1.14	3.14	0	0	
13.5	1.14	3.14	0	0	5.1	1.14	3.14	0	0.0000000	
18.15	8.1	-1.57	0	0	8.5	0.8	3.14	0	0	
18.1	5	-1.57	0	0	4.3	1.28	3.14	0	0	
18.1	10.0	-1.57	0	0	10.54	1.28	3.14	0	0.000000000	
18.1	13.0	-1.57	0	0	18.04	1.1	-1.9	0	0	
18.06	14.7	-1.57	0	0	17.82	5.3	-1.57	0	0	
18.06	15.1	-1.57	0	0	17.82	10.31	-1.57	0	0.0000000000	
5.5	16.7	0	0	0	18.06	12.1	-1.57	0	0.0	
14.54	17.3	0	0	0	18.06	6.52	-1.57	0	0	
9.4	17	0	0	0	18.06	10.62	-1.57	0	0.0000000000	
4.3	17	0	0	0	15.4	17	-0.7	0.0	0.0	
6.09	17	0	0	0	10.54	17	0.5	0	0	
9.49	17	0	0	0	17.90	16.95	-0.2	0.0	0.00000000000	
